Sentence	True	Predicted
to	O	O

aj	O	O

India	B-PLACE	O

ke	O	O

pas	O	O

1	O	O

Acha	O	O

Fast	O	O

Bowler	O	O

hota	O	O

!	O	O

		

RT	O	O

@SriSri	O	O

:	O	O

You	O	O

can	O	O

recognize	O	O

Shiva	B-PERSON	O

wherever	O	O

there	O	O

is	O	O

truth	O	O

,	O	O

benevolence	O	O

,	O	O

beauty	O	O

,	O	O

innocence	O	O

&	O	O

knowledge	O	O

.	O	O

(	O	O

2	O	O

)	O	O

#Mahashivratri	O	O

		

Bum	O	O

bum	O	O

bhole	O	O

...	O	O

Mahashivratri	O	O

ki	O	O

sabko	O	O

Bahot	O	O

shubhkamnaaye	O	O

Shiva	B-PERSON	O

chants	O	O

for	O	O

all	O	O

devotees	O	O

...	O	O

'	O	O

Shiv	B-PERSON	O

shankra	B-PERSON	O

'	O	O

...	O	O

http://t.co/xLiCA9r3Ud	O	O

		

Hey	O	O

Bhagwaan	O	O

Delhi	B-PLACE	O

ka	O	O

Election	O	O

cha	O	O

hai	O	O

koi	O	O

bhi	O	O

Jeetae	O	O

,	O	O

15th	O	O

Feb	O	O

ko	O	O

Team	B-ORGANISATION	O

India	I-ORGANISATION	O

hi	O	O

Jeetae	O	O

,	O	O

#IndVsPak	O	O

#DelhiPolls	O	O

		

A	O	O

scene	O	O

from	O	O

the	O	O

Burmese	O	O

Ramayan	O	O

""""	O	O

Yama	B-PLACE	O

Zatdaw	I-PLACE	O

""""	O	O

Karaweik	B-PLACE	O

,	O	O

Yangon	B-PLACE	O

.	O	O

#HinduismAbroad	O	O

https://t.co/WuvAsLiQZ8	O	O

		

RT	O	O

@sajaninsan2	O	O

:	O	O

@Gurmeetramrahim	O	O

#MustWatchMSG	O	O

Pitaji	O	O

Mere	O	O

Frnd	O	O

B.P.	O	O

Low	O	O

Ya	O	O

High	O	O

Ho	O	O

Janda	O	O

H	O	O

Plz	O	O

Kuch	O	O

Dso	O	O

.	O	O

Te	O	O

Onu	O	O

Khush	O	O

Rakho	O	O

		

""""	O	O

@saurabhraajjain	O	O

:	O	O

Aap	O	O

sabhi	O	O

ko	O	O

mahashivratri	O	O

ki	O	O

hardik	O	O

shubhkamnayeein	O	O

....	O	O

Dev	O	O

Dev	O	O

mahadev	B-PERSON	O

shiva	I-PERSON	O

...	O	O

""""	O	O

what	O	O

its	O	O

mean	O	O

???	O	O

Madhav	O	O

...	O	O

		

RT	O	O

@VinitaXerxis	O	O

:	O	O

Srisrimangeshda	O	O

#Mahashivratri	O	O

Program	O	O

organised	O	O

by	O	O

#Sadguru	O	O

Mangeshda	B-ORGANISATION	O

KriyaYoga	I-ORGANISATION	O

Foundation	I-ORGANISATION	O

was	O	O

Divine	O	O

!!	O	O

		

Asia	B-PLACE	O

cup	O	O

meim	O	O

Pak	B-PLACE	O

aur	O	O

WT20	O	O

mein	O	O

InD	O	O

will	O	O

win	O	O

.	O	O

Aesa	O	O

ee	O	O

hota	O	O

aya	O	O

hy	O	O

		

RT	O	O

@iAruShine	O	O

:	O	O

Finally	O	O

Ek	O	O

Badnasseb	O	O

jeet	O	O

gaya	O	O

Nasseb	O	O

se	O	O

''''	O	O

#5SaalKejriwal	O	O

#DilliKiski	O	O

#DelhiDecides	O	O

#AAPSweep	O	O

		

@jatanacharya	O	O

@sardanarohit	O	O

@ZeeNews	O	O

@ZeeNewsHindi	O	O

#congress	O	O

khud	O	O

pareshan	O	O

hai	O	O

pm	O	O

seat	O	O

k	O	O

liye	O	O

..	O	O

isiliye	O	O

to	O	O

drama	O	O

jari	O	O

h	O	O

....	O	O

Bhai	O	O

		

@SukeshReddyRmur	O	O

@Nizam_ntr	O	O

@Sama_Gautham	O	O

@nag1406	O	O

@pavan1230	O	O

cuase	O	O

that	O	O

kind	O	O

of	O	O

class	O	O

roles	O	O

won't	O	O

suit	O	O

balayya's	B-PERSON	O

image	O	O

		

#Mahashivratri	O	O

Special	O	O

Shrimad	O	O

Bhagavat	O	O

Katha	O	O

At	O	O

Dighanchi	B-PLACE	O

,	O	O

Tal	B-PLACE	B-PERSON

Aatpadi	I-PLACE	I-PERSON

,	O	O

Dist	O	B-PERSON

Sangali	B-PLACE	I-PERSON

(	O	O

MH	O	O

)	O	O

Date	O	O

:	O	O

11	O	O

Feb	O	O

to	O	O

17	O	O

Feb	O	O

...	O	O

http://t.co/izPtyf1TAp	O	O

		

HAPPY	O	O

MAHASHIVRATRI	O	O

TO	O	O

ALL	O	O

.	O	O

BHOLE	B-PERSON	O

BABA	I-PERSON	O

AP	O	O

SAB	O	O

PAR	O	O

APNI	O	O

KRIPA	O	O

RAKHEIN	O	O

		

Top	O	O

grosser	O	O

of	O	O

century	O	O

:	O	O

V	B-PERSON	O

Bhardwaj's	I-PERSON	O

film	O	O

starring	O	O

@aamir_khan	O	O

@iamsrk	O	O

@BeingSalmanKhan	O	O

Music	O	O

:	O	O

@arrahman	O	O

Lyrics	O	O

:	O	O

Gulzar	B-PERSON	O

&	O	O

@Javedakhtarjadu	O	O

		

RT	O	O

@GareebGuy	O	O

:	O	O

Daane	O	O

daane	O	O

pe	O	O

likha	O	O

hai	O	O

khane	O	O

wale	O	O

ka	O	O

naam	O	O

,	O	O

Aur	O	O

hum	O	O

illiteracy	O	O

ki	O	O

wajah	O	O

se	O	O

bhookhe	O	O

hi	O	O

reh	O	O

gaye	O	O

		

RT	O	O

@TamalDas8	O	O

:	O	O

PIB_India	B-ORGANISATION	B-ORGANISATION

#UHF	O	O

#RailBudget2015	O	O

speech	O	O

of	O	O

sureshpprabhu	B-PERSON	O

has	O	O

come	O	O

to	O	O

an	O	O

end	O	O

.	O	O

		

Shortest	O	O

short	O	O

story	O	O

in	O	O

gujarati	O	O

literature	O	O

....	O	O

just	O	O

in	O	O

two	O	O

lines	O	O

...	O	O

called	O	O

""""	O	O

#	O	O

""""	O	O

""""	O	O

...	O	O

...	O	O

http://t.co/3VllKgNaPn	O	O

		

MUTP	O	O

III	O	O

includes	O	O

doubling	O	O

of	O	O

Pavnel	B-PLACE	O

-	O	O

Kajrat	B-PLACE	O

doubling	O	O

,	O	O

Airoli	B-PLACE	O

-	O	O

Kalwa	B-PLACE	O

link	O	O

,	O	O

Virar	B-PLACE	O

-	O	O

Dahanu	B-PLACE	O

quadrapling	O	O

.	O	O

@sureshpprabhu	O	O

#RailBudget2015	O	O

@HTMumbai	O	O

		

Nend	O	O

hai	O	O

k	O	O

poori	O	O

nae	O	O

hoti	O	O

saali	O	O

:-/	O	O

		

RT	O	O

@Not_That_Remesh	O	O

:	O	O

PM	O	O

@narendramodi	O	O

hldng	O	O

hands	O	O

of	O	O

sadanadan	B-PERSON	O

master	O	O

,	O	O

victim	O	O

of	O	O

#LeftistTerror	O	O

n	O	O

Kerala	B-PLACE	B-PLACE

.	O	O

Both	O	O

hs	O	O

legs	O	O

wr	O	O

chopped	O	O

off	O	O

byCPM	O	O

h	O	O

		

RT	O	O

BBSRBuzz	O	O

:	O	O

Sunabesha	O	O

aka	O	O

#Golden	O	O

attire	O	O

of	O	O

Akhandalamani	B-PERSON	O

on	O	O

occasion	O	O

of	O	O

#MahaShivratri	O	O

#Odisha	O	O

#festival	O	O

http://t.co/GTfhwosc0K	O	O

		

#AAP's	O	O

Rajesh	B-PERSON	O

Rishi	I-PERSON	O

leading	O	O

in	O	O

Janakpuri	B-PLACE	O

by	O	O

412	O	O

votes	O	O

against	O	O

#BJP's	O	O

Prof	O	O

Jagdish	B-PERSON	O

Mukhi	I-PERSON	O

http://t.co/4wCJMcFv4L	O	O

#KiskiDilli	O	O

#DelhiDecides	O	O

		

Pyaar	O	O

Ka	O	O

Punchnama	O	O

2	O	O

-	O	O

Official	O	O

Trailer	O	O

-	O	O

Kartik	B-PERSON	B-PERSON

Tiwari	I-PERSON	I-PERSON

,	O	O

Nushrat	B-PERSON	B-PERSON

Bharucha	I-PERSON	I-PERSON

http://t.co/DJhOnZDoy2	O	O

		

Morey	O	O

Saiyaan	O	O

Video	O	O

Song	O	O

HD	O	O

Download	O	O

by	O	O

Roots	O	B-PLACE

the	O	O

Band	O	B-PERSON

Piya	O	I-PERSON

http://t.co/C7ISn4JGcE	O	O

		

@ImRaina	O	O

Chat	O	O

session	O	O

kab	O	O

hai	O	O

...	O	O

Is	O	O

baar	O	O

mujhe	O	O

miss	O	O

nahi	O	O

karna	O	O

hai	O	O

....	O	O

#AskRaina	O	O

		

Ankurgee	B-PERSON	O

:	O	O

#RailBudget2015	O	O

:	O	O

#Visionary	O	O

#Realistic	O	O

#Positive	O	O

#Practical	O	O

#Progressive	O	O

#Inclusive	O	O

Thank	O	O

You	O	O

sureshpprabhu	B-PERSON	O

RailMinIndia	B-ORGANISATION	B-PERSON

PMOIndia	B-ORGANISATION	I-PERSON

		

Anyone	O	O

missing	O	O

Murali	B-PERSON	B-PERSON

Vijay	I-PERSON	I-PERSON

?	O	O

#justasking	O	O

#IndvsSA	O	O

		

Itz	O	O

again	O	O

#Mahashivratri	O	O

Namo	O	O

parvati	B-PERSON	O

pataye	O	O

har	O	O

har	O	O

#Mahadev	O	O

@mohituraina	O	O

@ishavru	O	O

@utkarshnaithani	O	O

		

Happy	O	O

#Mahashivratri	O	O

To	O	O

All	O	O

My	O	O

Brothers	O	O

&	O	O

Sisters	O	O

@narendramodi	O	O

Bhole	B-PERSON	B-PERSON

Baba	I-PERSON	I-PERSON

aapki	O	O

Saari	O	O

Manokamna	O	O

Puri	O	O

Kare	O	O

.....	O	O

#Jai_Mahakaal	O	O

		

@Gurmeetramrahim	O	O

@derasachasauda	O	O

papa	O	O

ji	O	O

god	O	O

morning	O	O

Happy	O	O

mothers	O	O

day	O	O

#MSGmission	O	O

		

RT	O	O

@_unclaimed	O	O

:	O	O

She	O	O

:	O	O

Mere	O	O

parents	O	O

bol	O	O

rahe	O	O

hai	O	O

exams	O	O

me	O	O

fail	O	O

hui	O	O

to	O	O

shaadi	O	O

kardenge	O	O

Me	O	O

:	O	O

Preparations	O	O

kaise	O	O

hai	O	O

?	O	O

She	O	O

:	O	O

Bas	O	B-PERSON

Reception	O	I-PERSON

ki	O	O

dress	O	O

		

@Lucky_Reyy	O	O

yar	O	O

sai	O	O

baat	O	O

hai	O	O

kal	O	O

pehli	O	O

dfa	O	O

teenday	O	O

khaye	O	O

.	O	O

Bara	O	O

he	O	O

mza	O	O

aya	O	O

		

Yaayy	O	O

!!	O	O

India	B-PLACE	O

won	O	O

...	O	O

#IndvsPak	O	O

.	O	O

Abhi	O	O

toh	O	O

party	O	O

shuru	O	O

hui	O	O

h	O	O

many	O	O

more	O	O

to	O	O

go	O	O

...	O	O

la	O	O

la	O	O

lalala	O	O

		

@SemperFiUnited	O	O

its	O	O

okay	O	O

..	O	O

Uska	O	O

matlab	O	O

mil	O	O

k	O	O

samjhaunga	O	O

		

RT	O	O

@coolfunnytshirt	O	O

:	O	O

Kejriwal	B-PERSON	O

:	O	O

Apne	O	O

Delhi	B-PLACE	O

da	O	O

munda	O	O

Virat	B-PERSON	B-PERSON

Kohli	I-PERSON	I-PERSON

hi	O	O

apne	O	O

Delhi	B-ORGANISATION	O

Daredevils	I-ORGANISATION	O

ki	O	O

le	O	O

raha	O	O

hai	O	O

..	O	O

Galat	O	O

baat	O	O

!	O	O

#BJPAgainstOddEven	O	O

		

RT	O	O

@rohitawasthi	O	O

:	O	O

Please	O	O

help	O	O

.	O	O

My	O	O

brother	O	O

in	O	O

law	O	O

Nikhil	B-PERSON	B-PERSON

Sharma	I-PERSON	I-PERSON

is	O	O

missing	O	O

from	O	O

IIT	B-PLACE	O

Roorkee	I-PLACE	O

from	O	O

28th	O	O

March	O	O

.	O	O

Please	O	O

RT	O	O

.	O	O

https://t.co/uoqtXRF	O	O

		

#MahaShivratri	O	O

Art	O	O

by	O	O

shankar	B-PERSON	O

..	O	O

Hara	O	O

Hara	O	O

Magadeva	O	O

...	O	O

http://t.co/VWfHZlHsPy	O	O

		

RT	O	O

@REINSTALLINDIA	O	O

:	O	O

.	O	O

@ArvindKejriwal	O	O

Baccho	O	O

ki	O	O

kasam	O	O

?	O	O

		

#MahaShivratri	O	O

RT	O	O

""""	O	O

@IndiaHistorypic	O	O

:	O	O

1949	O	O

::	O	O

Annamalaiyar	B-PLACE	O

Temple	I-PLACE	O

of	O	O

Lord	O	O

Shiva	B-PERSON	O

,	O	O

Thiruvannamalai	B-PLACE	O

,	O	O

Tamil	B-PLACE	B-PERSON

Nadu	I-PLACE	I-PERSON

....	O	O

http://t.co/zUslTHzPQw	O	O

""""	O	O

		

#KanhaiyaKumar	O	O

M	O	O

saying	O	O

again	O	O

""""	O	O

Jai	O	O

'	O	O

Kanhaiyya	B-PERSON	O

'	O	O

'	O	O

Lal	B-PERSON	O

'	O	O

ki	O	O

""""	O	O

		

RT	O	O

@MohMeh1963	O	O

:	O	O

@1mgupta	O	O

@scvaid23	O	O

@ndpaatil	O	O

@jyotipunjabi2	O	O

@poothegr8	O	O

@smitabuch	O	O

@KalaYadav3	O	O

@S1NNGH	O	O

@saikarun	O	O

@SrBachchan	O	O

Somvar	O	O

Shubh	O	O

ra	O	O

		

AAP	B-ORGANISATION	O

suspends	O	O

Dharamavira	B-PERSON	O

Gandhi	I-PERSON	O

and	O	O

Harinder	B-PERSON	O

Singh	I-PERSON	O

Khalsa	I-PERSON	O

,	O	O

both	O	O

MPs	O	O

from	O	O

Punjab	B-PLACE	O

,	O	O

for	O	O

anti-party	O	O

activities	O	O

-	O	O

PTI	B-ORGANISATION	O

		

RT	O	O

@NationalistNaMo	O	O

:	O	O

@PIB_India	O	O

#UHF	O	O

RT	O	O

YuvaiTV	B-ORGANISATION	O

:	O	O

Highlights	O	O

of	O	O

#RailBudget2015	O	O

for	O	O

Elderly/Senior	O	O

Citizen	O	O

!	O	O

http://t.co/VGca4DeiDY	O	O

		

#	O	O

#MahaShivratri	O	O

#BlockBusterMSG	O	O

#	O	O

#MustWatchMSG	O	O

Lord	O	O

Shiva	B-PERSON	O

Twinkle	B-PERSON	O

Khanna	I-PERSON	O

We	O	O

Want	O	O

MrX	O	O

3D	O	O

Poster	O	O

Ram	B-PERSON	O

Kapoor	I-PERSON	O

Yograj	B-PERSON	O

Singh	I-PERSON	O

		

@AllTimeBakchod	O	O

pawan	B-PERSON	O

negi	I-PERSON	O

ko	O	O

itne	O	O

paise	O	O

kya	O	O

dekhkar	O	O

mile	O	O

??	O	O

Personality	O	O

duminy	O	O

wali	O	O

hai	O	O

isliye	O	O

?	O	O

:p	O	O

		

I'm	O	O

at	O	O

@ClubSporium	O	O

(	O	O

Istanbul	B-PLACE	O

,	O	O

Marmara	B-PLACE	O

)	O	O

w/	O	O

17	O	O

others	O	O

http://t.co/v3zbMi7uDi	O	O

		

#RailBudget2015	O	O

hope	O	O

it	O	O

is	O	O

for	O	O

d	O	O

development	O	O

and	O	O

for	O	O

AAM	O	O

AADMI	O	O

...	O	O

#PrabhuKiRail	O	O

Prabhu	B-PERSON	O

ki	O	O

kripa	O	O

:)	O	O

		

A	O	O

nazm	O	O

""""	O	O

Naya	O	B-PERSON

Shivaala	O	I-PERSON

""""	O	O

by	O	O

#Iqbal	O	O

https://t.co/jNukORt9n2	O	O

#MahaShivratri	O	O

		

Mai	O	O

to	O	O

kal	O	O

Sare	O	O

din	O	O

Spam	O	O

karne	O	O

wali	O	O

hu	O	O

Bhai	O	O

..	O	O

Jisko	O	O

Problem	O	O

hai	O	O

wo	O	O

jake	O	O

apni	O	O

Bhains	O	O

charaye	O	O

#JustKidding	O	O

#IndvsPak	O	O

#WeWontGiveItBack	O	O

		

#MustWatchMSG	O	O

DHAN	O	O

DHAN	O	O

SATGURU	B-PERSON	O

TERA	O	O

HI	O	O

ASHRA	O	O

.	O	O

plz	O	O

Use	O	O

this	O	O

Has-Tag	O	O

.	O	O

Immediately	O	O

#MSGinCinemas	O	O

@Insan1Preeti	O	O

		

How	O	O

Prabhu's	B-PERSON	O

#RailBudget2015	O	O

has	O	O

Narendra	B-PERSON	B-PERSON

Modi's	I-PERSON	I-PERSON

mantras	O	O

http://t.co/xgVhvB0Bxb	O	O

http://t.co/fzjdlfy3m3	O	O

		

PIB_India	B-ORGANISATION	B-ORGANISATION

#UHF	O	O

RT	O	O

airnewsalerts	O	O

:	O	O

RT	O	O

MIB_India	B-ORGANISATION	O

FAQs	O	O

on	O	O

#RailBudget2015	O	O

-	O	O

Procedure	O	O

of	O	O

approval	O	O

of	O	O

Rail	O	O

Budget	O	O

by	O	O

Pa	O	O

http://t.co/aU6k1nt9VG	O	O

		

#MahaShivRatri	O	O

108	O	O

Names	O	O

of	O	O

Lord	O	O

Shiva	B-PERSON	O

35	O	O

.	O	O

-	O	O

Kailashavasi	O	B-PERSON

-	O	O

Native	O	O

Of	O	O

Kailasha	B-PLACE	O

#	O	O

		

RT	O	O

@rahulroushan	O	O

:	O	O

Misogyny	O	O

toh	O	O

dekho	O	O

https://t.co/HLOI9CSqYx	O	O

		

Bangali	O	O

Right	O	O

Now	O	O

:	O	O

Izat	O	O

bchao	O	O

support	O	O

India	B-PLACE	B-PLACE

:-D	O	O

:-D	O	O

bc	O	O

pak	B-PLACE	O

k	O	O

out	O	O

hny	O	O

py	O	O

shor	O	O

macha	O	O

ray	O	O

ab	O	O

		

RT	O	O

@RashtrapatiBhvn	O	O

:	O	O

#PresidentMukherjee	O	O

conferred	O	O

Padma	O	B-PERSON

Vibhushan	O	I-PERSON

on	O	O

famous	O	O

actor	O	O

Shri	O	O

Rajinikanth	B-PERSON	O

https://t.co/UOIOjcnkb3	O	O

		

@TweetZaade	O	O

Pratyusha	B-PERSON	O

k	O	O

DM	O	O

Bhi	O	O

check	O	O

karwane	O	O

padenge	O	O

		

@aryakanika2	O	O

toh	O	O

jaa	O	O

ke	O	O

clean	O	O

kar	O	O

kitne	O	O

saal	O	O

ka	O	O

hai	O	O

brownie	O	O

		

@ZirghamBukhari	O	O

India	B-PLACE	O

but	O	O

we	O	O

never	O	O

tried	O	O

to	O	O

demean	O	O

the	O	O

importance	O	O

of	O	O

diff	O	O

languages	O	O

like	O	O

you	O	O

did	O	O

to	O	O

Punjabi	O	O

,	O	O

Sindhi	O	O

and	O	O

Balochi	O	O

with	O	O

Urdu	O	O

		

@Soul_Kadhi	O	O

#MahaShivratri	O	O

agar	O	O

hamare	O	O

maa	O	O

baap	O	O

ne	O	O

hamein	O	O

apne	O	O

glorious	O	O

past	O	O

ke	O	O

bare	O	O

mein	O	O

nahi	O	O

bataya	O	O

..	O	O

to	O	O

ismein	O	O

hamara	O	O

koi	O	O

karoor	O	O

nahi	O	O

..	O	O

		

Shahzad	B-PERSON	O

Selfie	O	O

sy	O	O

guzarish	O	O

hai	O	O

aj	O	O

izzat	O	O

rkh	O	O

lena	O	O

wasta	O	O

hai	O	O

apko	O	O

#IndvsPak	O	O

		

@satyamev	O	O

jayte	O	O

great	O	O

show	O	O

aamir	B-PERSON	O

sir	O	O

.	O	O

Gov	B-ORGANISATION	O

of	I-ORGANISATION	O

india	I-ORGANISATION	O

ko	O	O

har	O	O

sports	O	O

bodies	O	O

se	O	O

polictian	O	O

ko	O	O

alag	O	O

rkhe	O	O

than	O	O

only	O	O

hum	O	O

medal	O	O

jeet	O	O

skte	O	O

h	O	O

.	O	O

		

@Sadafawanvk	O	O

tum	O	O

uz	O	O

zamen	O	O

ko	O	O

ache	O	O

dekh	O	O

val	O	O

karte	O	O

ho	O	O

vegetables	O	O

,	O	O

fruits	O	O

garden	O	O

banate	O	O

ho	O	O

ghar	O	O

banate	O	O

ho	O	O

us	O	O

zameen	O	O

se	O	O

paisa	O	O

kamate	O	O

ho(nxt	O	O

twt	O	O

)	O	O

		

@mujahid2589	O	O

.	O	O

Muje	O	O

to	O	O

pehle	O	O

se	O	O

tere	O	O

nawabi	O	O

shok	O	O

pe	O	O

doubt	O	O

tha	O	O

		

SASURAL	O	O

SIMAR	O	O

KA	O	O

MAHASHIVRATRI	O	O

SHOOT	O	O

PROMO	O	O

http://t.co/O3aQb1bsmq	O	O

		

Kahin	O	O

ab	O	O

aisa	O	O

naa	O	O

ho	O	O

ki	O	O

@ArvindKejriwal	O	O

.....	O	O

@TrollKejri	O	O

ki	O	O

degree	O	O

maang	O	O

le	O	O

..	O	O

		

RT	O	O

@Shehzad_Ind	O	O

:	O	O

Malicious	O	O

campaign	O	O

by	O	O

BJP	B-ORGANISATION	O

,	O	O

based	O	O

on	O	O

complete	O	O

lies	O	O

,	O	O

to	O	O

tarnish	O	O

KanishkaSingh's	O	O

name	O	O

Here's	O	O

the	O	O

truthSatyamevaJayate	O	O

https://	O	O

		

RT	O	O

@RoflGandhi_	O	O

:	O	O

From	O	O

'	O	O

broken	O	O

shoulder	O	O

'	O	O

to	O	O

'	O	O

injured	O	O

shoulder	O	O

'	O	O

overnight	O	O

.	O	O

Itna	O	O

fast	O	O

recovery	O	O

,	O	O

Patanjali	B-ORGANISATION	O

lep	O	O

lagaye	O	O

kya	O	O

@vivekagnihotri	O	O

https	O	O

		

Pranav	B-PERSON	O

Dhanawade	I-PERSON	O

1000	O	O

runs	O	O

..!!!!	O	O

He	O	O

should	O	O

be	O	O

called	O	O

Pranav	B-PERSON	B-PERSON

RUNawade	I-PERSON	I-PERSON

.!	O	O

#KCGandhiHS	O	O

#U16	O	O

		

@doai_ab	O	O

Ruchika	B-PERSON	O

ji	O	O

Ghotalon	O	O

se	O	O

koi	O	O

nahi	O	O

marta	O	O

..	O	O

ghotalebazon	O	O

ka	O	O

samarthak	O	O

bhi	O	O

nahi	O	O

..	O	O

lekin	O	O

jo	O	O

hawa	O	O

desh	O	O

me	O	O

bah	O	O

rahi	O	O

hai	O	O

wo	O	O

bahut	O	O

khatarnaak	O	O

h	O	O

		

'	O	O

Rahul	B-PERSON	O

Gandhi	I-PERSON	O

taking	O	O

a	O	O

holiday	O	O

'	O	O

is	O	O

absurd	O	O

.	O	O

Chhutti	O	O

toh	O	O

wo	O	O

log	O	O

lete	O	O

hain	O	O

jo	O	O

kaam	O	O

karte	O	O

hain	O	O

...	O	O

#WhereIsRahul	O	O

		

RT	O	O

@RanbirKUniverse	O	O

:	O	O

[	O	O

More	O	O

Pictures	O	O

]	O	O

:	O	O

Ranbir	B-PERSON	O

Kapoor	I-PERSON	O

and	O	O

Deepika	B-PERSON	B-PERSON

Padukone	I-PERSON	I-PERSON

in	O	O

the	O	O

Making	O	O

of	O	O

Tamasha	O	O

.	O	O

https://t.co/kJCKyMiAGT	O	O

		

@Vikramk93943336	O	O

@radhikaa02	O	O

@malli_ranchu	O	O

bachaaa	O	O

kon	O	O

haiii	O	O

paaajii	O	O

khudkoo	O	O

bachaaa	O	O

bolkeee	O	O

bacheee	O	O

ki	O	O

jaaaan	O	O

le	O	O

raheee	O	O

ho	O	O

appp	O	O

		

RT	O	O

@Viratian05	O	O

:	O	O

Hindi	O	O

-	O	O

wo	O	O

tyre	O	O

kha	O	O

gyi	O	O

English	O	B-PLACE

-	O	O

Ceat	B-ORGANISATION	O

tyre	O	O

		

#Railway	O	O

track	O	O

pe	O	O

potty	O	O

karne	O	O

na	O	O

jaayein	O	O

.	O	O

Usually	O	O

log	O	O

haathon	O	O

se	O	O

Gaand	O	O

dhote	O	O

hai	O	O

,	O	O

aap	O	O

Gaand	O	O

se	O	O

haath	O	O

dho	O	O

baithoge	O	O

#RailBudget2015	O	O

#Gyaan	O	O

		

#MahaShivratri	O	O

Celebration	O	O

In	O	O

Hum	O	O

Hai	O	O

Naa	O	O

@HumHainNaa_Sony	O	O

@SonyTV	O	O

@_kanwardhillon	O	O

https://t.co/2DvUiSxY5J	O	O

		

Kya	O	O

nawaz	B-PERSON	O

bhai	O	O

kaisi	O	O

team	O	O

bheji	O	O

hai	O	O

?	O	O

World	O	O

cup	O	O

hai	O	O

ya	O	O

mazaak	O	O

!	O	O

#IndvsPak	O	O

#PakvsInd	O	O

http://t.co/37pT8WfjR0	O	O

		

RT	O	O

@Abhinna_Sri	O	O

:	O	O

@MANJULtoons	O	O

@bhak_sala	O	O

lagta	O	O

hai	O	O

aapne	O	O

aaj	O	O

ka	O	O

twitter	B-ORGANISATION	O

trend	O	O

nhi	O	O

dekha	O	O

.	O	O

#RahulOnLeave	O	O

n	O	O

#WhereIsRahul	O	O

show	O	O

how	O	O

caring	O	O

ppl	O	O

		

RT	O	O

@mehak_shahid19	O	O

:	O	O

Mushfiqur	B-PERSON	O

rahim	I-PERSON	O

also	O	O

happyyyyy	O	O

#MoukaMouka	O	O

#IndvsWI	O	O

#WIvIND	O	O

#WT20	O	O

https://t.co/Kwhq1KYvGm	O	O

		

RT	O	O

@naibuthuthu3	O	O

:	O	O

Bridge	O	O

ge	O	O

local	O	O

consultant	O	O

aki	O	O

Madam	O	O

Fathimath	B-PERSON	O

Mohamed	I-PERSON	O

ge	O	O

kokku	O	O

